bigram,n,year,star,pec
1 2,35,2015,4,0.008559550012227928
front desk,34,2015,4,0.008314991440449988
service advisor,33,2015,4,0.008070432868672046
bad experience,31,2015,4,0.007581315725116165
super friendly,31,2015,4,0.007581315725116165
10 minutes,30,2015,4,0.007336757153338224
20 minutes,30,2015,4,0.007336757153338224
service manager,30,2015,4,0.007336757153338224
car washed,29,2015,4,0.0070921985815602835
friendly service,29,2015,4,0.0070921985815602835
gas prices,29,2015,4,0.0070921985815602835
extended warranty,28,2015,4,0.006847640009782343
fair price,28,2015,4,0.006847640009782343
fast service,27,2015,4,0.006603081438004402
rental car,27,2015,4,0.006603081438004402
smog check,27,2015,4,0.006603081438004402
top notch,27,2015,4,0.006603081438004402
tire rotation,26,2015,4,0.006358522866226461
wait time,26,2015,4,0.006358522866226461
bad reviews,25,2015,4,0.006113964294448521
car looked,25,2015,4,0.006113964294448521
super nice,25,2015,4,0.006113964294448521
4 star,24,2015,4,0.00586940572267058
5 minutes,24,2015,4,0.00586940572267058
synthetic oil,24,2015,4,0.00586940572267058
convenience store,23,2015,4,0.005624847150892639
credit card,23,2015,4,0.005624847150892639
pleasantly surprised,23,2015,4,0.005624847150892639
car dealership,22,2015,4,0.005380288579114698
fried rice,22,2015,4,0.005380288579114698
ice cream,22,2015,4,0.005380288579114698
pleasant experience,22,2015,4,0.005380288579114698
auto shop,21,2015,4,0.005135730007336757
discount tire,21,2015,4,0.005135730007336757
excellent job,21,2015,4,0.005135730007336757
food court,21,2015,4,0.005135730007336757
sales manager,21,2015,4,0.005135730007336757
3 hours,20,2015,4,0.004891171435558816
car serviced,20,2015,4,0.004891171435558816
engine light,20,2015,4,0.004891171435558816
hand wash,20,2015,4,0.004891171435558816
insurance company,20,2015,4,0.004891171435558816
pre owned,20,2015,4,0.004891171435558816
service dept,20,2015,4,0.004891171435558816
star rating,20,2015,4,0.004891171435558816
tire pressure,20,2015,4,0.004891171435558816
auto repair,19,2015,4,0.0046466128637808754
car rental,19,2015,4,0.0046466128637808754
excellent service,19,2015,4,0.0046466128637808754
free wifi,19,2015,4,0.0046466128637808754
pulled pork,19,2015,4,0.0046466128637808754
star review,19,2015,4,0.0046466128637808754
strip mall,19,2015,4,0.0046466128637808754
45 minutes,18,2015,4,0.004402054292002935
convenient location,18,2015,4,0.004402054292002935
loaner car,18,2015,4,0.004402054292002935
nthe service,18,2015,4,0.004402054292002935
panang curry,18,2015,4,0.004402054292002935
pep boys,18,2015,4,0.004402054292002935
repair shop,18,2015,4,0.004402054292002935
sales people,18,2015,4,0.004402054292002935
taking care,18,2015,4,0.004402054292002935
test drove,18,2015,4,0.004402054292002935
thai restaurants,18,2015,4,0.004402054292002935
wi fi,18,2015,4,0.004402054292002935
2 days,17,2015,4,0.004157495720224994
crispy rice,17,2015,4,0.004157495720224994
finance guy,17,2015,4,0.004157495720224994
finance manager,17,2015,4,0.004157495720224994
free oil,17,2015,4,0.004157495720224994
gas stations,17,2015,4,0.004157495720224994
highly recommended,17,2015,4,0.004157495720224994
pretty nice,17,2015,4,0.004157495720224994
service center,17,2015,4,0.004157495720224994
car wash,263,2016,3,0.1128755364806867
oil change,225,2016,3,0.09656652360515021
customer service,157,2016,3,0.06738197424892704
3 stars,109,2016,3,0.046781115879828326
gas station,84,2016,3,0.036051502145922745
service department,57,2016,3,0.024463519313304722
5 stars,42,2016,3,0.018025751072961373
credit card,39,2016,3,0.016738197424892704
parking lot,37,2016,3,0.01587982832618026
las vegas,32,2016,3,0.013733905579399141
2 hours,31,2016,3,0.013304721030042918
20 minutes,30,2016,3,0.012875536480686695
30 minutes,28,2016,3,0.01201716738197425
canadian tire,27,2016,3,0.011587982832618025
car washes,27,2016,3,0.011587982832618025
convenience store,26,2016,3,0.011158798283261802
tire rotation,26,2016,3,0.011158798283261802
3 hours,25,2016,3,0.01072961373390558
air filter,24,2016,3,0.010300429184549357
10 minutes,23,2016,3,0.009871244635193134
1 star,21,2016,3,0.009012875536480686
wait time,21,2016,3,0.009012875536480686
3 star,20,2016,3,0.008583690987124463
15 minutes,19,2016,3,0.00815450643776824
5 star,19,2016,3,0.00815450643776824
front desk,19,2016,3,0.00815450643776824
1 2,18,2016,3,0.007725321888412017
45 minutes,18,2016,3,0.007725321888412017
free car,18,2016,3,0.007725321888412017
hand wash,18,2016,3,0.007725321888412017
star review,18,2016,3,0.007725321888412017
tire pressure,18,2016,3,0.007725321888412017
4 stars,17,2016,3,0.007296137339055794
car rental,17,2016,3,0.007296137339055794
service manager,17,2016,3,0.007296137339055794
thai food,17,2016,3,0.007296137339055794
6 months,16,2016,3,0.0068669527896995704
bad experience,16,2016,3,0.0068669527896995704
2 stars,15,2016,3,0.006437768240343348
5 minutes,15,2016,3,0.006437768240343348
buying experience,15,2016,3,0.006437768240343348
car washed,15,2016,3,0.006437768240343348
rental car,15,2016,3,0.006437768240343348
test drive,15,2016,3,0.006437768240343348
engine light,14,2016,3,0.006008583690987125
gas prices,14,2016,3,0.006008583690987125
insurance company,14,2016,3,0.006008583690987125
months ago,14,2016,3,0.006008583690987125
resort fee,14,2016,3,0.006008583690987125
sales manager,14,2016,3,0.006008583690987125
3 months,13,2016,3,0.005579399141630901
check engine,13,2016,3,0.005579399141630901
crispy duck,13,2016,3,0.005579399141630901
oil changed,13,2016,3,0.005579399141630901
service advisor,13,2016,3,0.005579399141630901
bumper fascia,12,2016,3,0.005150214592274678
friendly service,12,2016,3,0.005150214592274678
friendly staff,12,2016,3,0.005150214592274678
phone call,12,2016,3,0.005150214592274678
steering wheel,12,2016,3,0.005150214592274678
4 hours,11,2016,3,0.004721030042918455
basic wash,11,2016,3,0.004721030042918455
finance guy,11,2016,3,0.004721030042918455
free oil,11,2016,3,0.004721030042918455
gas stations,11,2016,3,0.004721030042918455
sales person,11,2016,3,0.004721030042918455
star rating,11,2016,3,0.004721030042918455
story short,11,2016,3,0.004721030042918455
super nice,11,2016,3,0.004721030042918455
thai restaurant,11,2016,3,0.004721030042918455
warranty company,11,2016,3,0.004721030042918455
2 weeks,10,2016,3,0.004291845493562232
4 days,10,2016,3,0.004291845493562232
4 star,10,2016,3,0.004291845493562232
air freshener,10,2016,3,0.004291845493562232
extended warranty,10,2016,3,0.004291845493562232
multiple times,10,2016,3,0.004291845493562232
nice people,10,2016,3,0.004291845493562232
phone calls,10,2016,3,0.004291845493562232
thai restaurants,10,2016,3,0.004291845493562232
water spots,10,2016,3,0.004291845493562232
1 hour,9,2016,3,0.0038626609442060085
1.5 hours,9,2016,3,0.0038626609442060085
25 minutes,9,2016,3,0.0038626609442060085
body shop,9,2016,3,0.0038626609442060085
convenient location,9,2016,3,0.0038626609442060085
credit cards,9,2016,3,0.0038626609442060085
debit card,9,2016,3,0.0038626609442060085
garlic prawns,9,2016,3,0.0038626609442060085
pad thai,9,2016,3,0.0038626609442060085
panang curry,9,2016,3,0.0038626609442060085
power steering,9,2016,3,0.0038626609442060085
pretty decent,9,2016,3,0.0038626609442060085
pretty quick,9,2016,3,0.0038626609442060085
reasonable price,9,2016,3,0.0038626609442060085
road trip,9,2016,3,0.0038626609442060085
service rep,9,2016,3,0.0038626609442060085
sticky rice,9,2016,3,0.0038626609442060085
super friendly,9,2016,3,0.0038626609442060085
top notch,9,2016,3,0.0038626609442060085
car wash,199,2015,3,0.09567307692307692
oil change,177,2015,3,0.08509615384615385
customer service,144,2015,3,0.06923076923076923
3 stars,78,2015,3,0.0375
gas station,75,2015,3,0.036057692307692304
parking lot,61,2015,3,0.029326923076923077
service department,50,2015,3,0.02403846153846154
2 hours,37,2015,3,0.017788461538461538
las vegas,37,2015,3,0.017788461538461538
5 stars,33,2015,3,0.015865384615384615
convenience store,29,2015,3,0.013942307692307693
front desk,29,2015,3,0.013942307692307693
wait time,28,2015,3,0.013461538461538462
1 star,27,2015,3,0.012980769230769231
tire rotation,27,2015,3,0.012980769230769231
thai food,26,2015,3,0.0125
45 minutes,24,2015,3,0.011538461538461539
1 2,22,2015,3,0.010576923076923078
5 minutes,22,2015,3,0.010576923076923078
star rating,22,2015,3,0.010576923076923078
test drive,22,2015,3,0.010576923076923078
4 stars,21,2015,3,0.010096153846153847
10 minutes,20,2015,3,0.009615384615384616
credit card,20,2015,3,0.009615384615384616
30 minutes,19,2015,3,0.009134615384615385
friendly staff,19,2015,3,0.009134615384615385
phone call,19,2015,3,0.009134615384615385
pad thai,18,2015,3,0.008653846153846154
15 minutes,16,2015,3,0.007692307692307693
5 star,16,2015,3,0.007692307692307693
engine light,16,2015,3,0.007692307692307693
3 star,15,2015,3,0.007211538461538462
check engine,15,2015,3,0.007211538461538462
gas stations,15,2015,3,0.007211538461538462
1 hour,14,2015,3,0.006730769230769231
2 weeks,14,2015,3,0.006730769230769231
lake mead,14,2015,3,0.006730769230769231
service advisor,14,2015,3,0.006730769230769231
car washes,13,2015,3,0.00625
gas prices,13,2015,3,0.00625
hand wash,13,2015,3,0.00625
rental car,13,2015,3,0.00625
steering wheel,13,2015,3,0.00625
taking care,13,2015,3,0.00625
2 stars,12,2015,3,0.0057692307692307696
bad experience,12,2015,3,0.0057692307692307696
garlic prawns,12,2015,3,0.0057692307692307696
insurance company,12,2015,3,0.0057692307692307696
sales people,12,2015,3,0.0057692307692307696
service manager,12,2015,3,0.0057692307692307696
synthetic oil,12,2015,3,0.0057692307692307696
2 hrs,11,2015,3,0.005288461538461539
45 min,11,2015,3,0.005288461538461539
canadian tire,11,2015,3,0.005288461538461539
car dealership,11,2015,3,0.005288461538461539
car rental,11,2015,3,0.005288461538461539
decent job,11,2015,3,0.005288461538461539
laser tag,11,2015,3,0.005288461538461539
papaya salad,11,2015,3,0.005288461538461539
star review,11,2015,3,0.005288461538461539
20 minutes,10,2015,3,0.004807692307692308
3 days,10,2015,3,0.004807692307692308
3 times,10,2015,3,0.004807692307692308
6 months,10,2015,3,0.004807692307692308
air filter,10,2015,3,0.004807692307692308
car washed,10,2015,3,0.004807692307692308
drunken noodles,10,2015,3,0.004807692307692308
extended warranty,10,2015,3,0.004807692307692308
fried rice,10,2015,3,0.004807692307692308
friendly service,10,2015,3,0.004807692307692308
highly recommend,10,2015,3,0.004807692307692308
months ago,10,2015,3,0.004807692307692308
oil changed,10,2015,3,0.004807692307692308
sales manager,10,2015,3,0.004807692307692308
thai restaurants,10,2015,3,0.004807692307692308
weeks ago,10,2015,3,0.004807692307692308
2 hour,9,2015,3,0.004326923076923077
20 min,9,2015,3,0.004326923076923077
24 hours,9,2015,3,0.004326923076923077
4 hours,9,2015,3,0.004326923076923077
6 hours,9,2015,3,0.004326923076923077
cell phone,9,2015,3,0.004326923076923077
crispy duck,9,2015,3,0.004326923076923077
free car,9,2015,3,0.004326923076923077
free wash,9,2015,3,0.004326923076923077
multiple times,9,2015,3,0.004326923076923077
nthe service,9,2015,3,0.004326923076923077
service center,9,2015,3,0.004326923076923077
water spots,9,2015,3,0.004326923076923077
2 3,8,2015,3,0.0038461538461538464
3 hours,8,2015,3,0.0038461538461538464
40 minutes,8,2015,3,0.0038461538461538464
dash pass,8,2015,3,0.0038461538461538464
double check,8,2015,3,0.0038461538461538464
khao soi,8,2015,3,0.0038461538461538464
pretty busy,8,2015,3,0.0038461538461538464
pretty decent,8,2015,3,0.0038461538461538464
price match,8,2015,3,0.0038461538461538464
recently purchased,8,2015,3,0.0038461538461538464
sales person,8,2015,3,0.0038461538461538464
customer service,2234,2015,1,0.10261356850856644
oil change,1788,2015,1,0.08212760093702631
car wash,1295,2015,1,0.05948279821781269
service department,657,2015,1,0.030177759404712692
test drive,442,2015,1,0.02030223692067429
2 hours,399,2015,1,0.01832713242386661
sales manager,395,2015,1,0.01814340177300078
service manager,330,2015,1,0.015157778696431033
engine light,322,2015,1,0.014790317394699371
las vegas,317,2015,1,0.014560654081117083
30 minutes,286,2015,1,0.013136741536906894
credit card,281,2015,1,0.012907078223324606
check engine,278,2015,1,0.012769280235175233
phone call,271,2015,1,0.01244775159616003
10 minutes,260,2015,1,0.011942492306278994
20 minutes,256,2015,1,0.011758761655413164
15 minutes,250,2015,1,0.011483165679114418
sales person,240,2015,1,0.01102383905194984
worst experience,238,2015,1,0.010931973726516926
worst customer,237,2015,1,0.01088604106380047
3 hours,234,2015,1,0.010748243075651096
2 weeks,230,2015,1,0.010564512424785264
45 minutes,227,2015,1,0.010426714436635892
insurance company,221,2015,1,0.010151118460337146
parking lot,210,2015,1,0.00964585917045611
1 2,208,2015,1,0.009553993845023196
rental car,205,2015,1,0.009416195856873822
front desk,202,2015,1,0.00927839786872445
1 star,201,2015,1,0.009232465206007992
2 days,193,2015,1,0.00886500390427633
months ago,189,2015,1,0.0086812732534105
phone calls,184,2015,1,0.008451609939828212
story short,184,2015,1,0.008451609939828212
service advisor,178,2015,1,0.008176013963529466
3 times,175,2015,1,0.008038215975380092
poor customer,167,2015,1,0.007670754673648431
extended warranty,166,2015,1,0.007624822010931974
weeks ago,165,2015,1,0.007578889348215516
sales guy,164,2015,1,0.007532956685499058
4 hours,163,2015,1,0.007487024022782601
gas station,159,2015,1,0.00730329337191677
5 minutes,158,2015,1,0.007257360709200312
worst car,157,2015,1,0.007211428046483855
3 days,153,2015,1,0.007027697395618024
body shop,151,2015,1,0.006935832070185109
discount tire,148,2015,1,0.0067980340820357355
3 weeks,147,2015,1,0.006752101419319278
horrible customer,146,2015,1,0.0067061687566028205
bad experience,145,2015,1,0.006660236093886362
horrible experience,145,2015,1,0.006660236093886362
0 stars,143,2015,1,0.006568370768453447
2 months,141,2015,1,0.006476505443020532
jiffy lube,141,2015,1,0.006476505443020532
multiple times,141,2015,1,0.006476505443020532
6 months,138,2015,1,0.006338707454871159
air filter,137,2015,1,0.006292774792154701
pep boys,137,2015,1,0.006292774792154701
worst service,137,2015,1,0.006292774792154701
sales rep,136,2015,1,0.006246842129438244
oil changed,135,2015,1,0.0062009094667217855
brake pads,132,2015,1,0.006063111478572413
buyer beware,130,2015,1,0.005971246153139497
finance manager,130,2015,1,0.005971246153139497
repair shop,130,2015,1,0.005971246153139497
extremely rude,128,2015,1,0.005879380827706582
ni called,127,2015,1,0.005833448164990125
tire rotation,127,2015,1,0.005833448164990125
tow truck,121,2015,1,0.005557852188691379
finance guy,119,2015,1,0.005465986863258463
car rental,117,2015,1,0.005374121537825548
power steering,117,2015,1,0.005374121537825548
car washes,116,2015,1,0.00532818887510909
car buying,115,2015,1,0.005282256212392632
horrible service,111,2015,1,0.005098525561526802
sales people,110,2015,1,0.005052592898810344
service dept,109,2015,1,0.005006660236093886
service center,108,2015,1,0.004960727573377429
water pump,107,2015,1,0.004914794910660971
3 months,105,2015,1,0.004822929585228055
car washed,105,2015,1,0.004822929585228055
buying experience,104,2015,1,0.004776996922511598
car dealership,104,2015,1,0.004776996922511598
test drove,103,2015,1,0.00473106425979514
terrible customer,101,2015,1,0.004639198934362225
free oil,100,2015,1,0.004593266271645767
days ago,99,2015,1,0.0045473336089293095
steering wheel,99,2015,1,0.0045473336089293095
oil filter,95,2015,1,0.004363602958063479
terrible service,94,2015,1,0.004317670295347021
negative stars,93,2015,1,0.004271737632630564
bottom line,92,2015,1,0.004225804969914106
poor service,91,2015,1,0.004179872307197649
tire pressure,91,2015,1,0.004179872307197649
4 days,90,2015,1,0.00413393964448119
terrible experience,90,2015,1,0.00413393964448119
5 days,88,2015,1,0.004042074319048275
service rep,88,2015,1,0.004042074319048275
40 minutes,84,2015,1,0.0038583436681824445
credit union,83,2015,1,0.003812411005465987
business practices,81,2015,1,0.0037205456800330715
car wash,291,2017,3,0.1303763440860215
oil change,212,2017,3,0.09498207885304659
customer service,193,2017,3,0.08646953405017921
3 stars,79,2017,3,0.03539426523297491
gas station,69,2017,3,0.030913978494623656
service department,52,2017,3,0.023297491039426525
5 stars,39,2017,3,0.01747311827956989
car washes,37,2017,3,0.016577060931899642
las vegas,37,2017,3,0.016577060931899642
parking lot,36,2017,3,0.016129032258064516
30 minutes,33,2017,3,0.01478494623655914
thai food,29,2017,3,0.012992831541218637
2 hours,28,2017,3,0.012544802867383513
15 minutes,23,2017,3,0.010304659498207885
5 minutes,22,2017,3,0.00985663082437276
10 minutes,20,2017,3,0.008960573476702509
3 times,20,2017,3,0.008960573476702509
free car,20,2017,3,0.008960573476702509
front desk,20,2017,3,0.008960573476702509
steering wheel,20,2017,3,0.008960573476702509
20 minutes,19,2017,3,0.008512544802867384
service manager,19,2017,3,0.008512544802867384
test drive,19,2017,3,0.008512544802867384
1 star,18,2017,3,0.008064516129032258
2 days,18,2017,3,0.008064516129032258
45 minutes,18,2017,3,0.008064516129032258
5 star,17,2017,3,0.0076164874551971325
air filter,17,2017,3,0.0076164874551971325
1 2,16,2017,3,0.007168458781362007
convenience store,16,2017,3,0.007168458781362007
insurance company,16,2017,3,0.007168458781362007
rental car,16,2017,3,0.007168458781362007
exterior wash,15,2017,3,0.006720430107526882
oil changed,15,2017,3,0.006720430107526882
2 stars,14,2017,3,0.0062724014336917565
3 star,14,2017,3,0.0062724014336917565
days ago,14,2017,3,0.0062724014336917565
food court,14,2017,3,0.0062724014336917565
free vacuums,14,2017,3,0.0062724014336917565
multiple times,14,2017,3,0.0062724014336917565
pep boys,14,2017,3,0.0062724014336917565
sales person,14,2017,3,0.0062724014336917565
story short,14,2017,3,0.0062724014336917565
water spots,14,2017,3,0.0062724014336917565
car dealership,13,2017,3,0.005824372759856631
car washed,13,2017,3,0.005824372759856631
free oil,13,2017,3,0.005824372759856631
papaya salad,13,2017,3,0.005824372759856631
quick wash,13,2017,3,0.005824372759856631
sales guy,13,2017,3,0.005824372759856631
service advisor,13,2017,3,0.005824372759856631
check engine,12,2017,3,0.005376344086021506
credit card,12,2017,3,0.005376344086021506
engine light,12,2017,3,0.005376344086021506
front bumper,12,2017,3,0.005376344086021506
gas cap,12,2017,3,0.005376344086021506
star review,12,2017,3,0.005376344086021506
tire rotation,12,2017,3,0.005376344086021506
4 stars,11,2017,3,0.00492831541218638
air freshener,11,2017,3,0.00492831541218638
fried rice,11,2017,3,0.00492831541218638
garlic prawns,11,2017,3,0.00492831541218638
key fob,11,2017,3,0.00492831541218638
ni called,11,2017,3,0.00492831541218638
repair shop,11,2017,3,0.00492831541218638
tire pressure,11,2017,3,0.00492831541218638
tire shine,11,2017,3,0.00492831541218638
wait time,11,2017,3,0.00492831541218638
1 hour,10,2017,3,0.004480286738351254
24 7,10,2017,3,0.004480286738351254
drunken noodles,10,2017,3,0.004480286738351254
friendly service,10,2017,3,0.004480286738351254
gas stations,10,2017,3,0.004480286738351254
jiffy lube,10,2017,3,0.004480286738351254
sales manager,10,2017,3,0.004480286738351254
service consultant,10,2017,3,0.004480286738351254
top notch,10,2017,3,0.004480286738351254
1.5 hours,9,2017,3,0.004032258064516129
2 weeks,9,2017,3,0.004032258064516129
3 hours,9,2017,3,0.004032258064516129
4 hours,9,2017,3,0.004032258064516129
bad experience,9,2017,3,0.004032258064516129
body shop,9,2017,3,0.004032258064516129
crispy duck,9,2017,3,0.004032258064516129
cup holders,9,2017,3,0.004032258064516129
dog hair,9,2017,3,0.004032258064516129
highly recommend,9,2017,3,0.004032258064516129
phone call,9,2017,3,0.004032258064516129
quick service,9,2017,3,0.004032258064516129
sales rep,9,2017,3,0.004032258064516129
tom yum,9,2017,3,0.004032258064516129
24 hours,8,2017,3,0.0035842293906810036
3 5,8,2017,3,0.0035842293906810036
3 days,8,2017,3,0.0035842293906810036
3 weeks,8,2017,3,0.0035842293906810036
4 days,8,2017,3,0.0035842293906810036
40 minutes,8,2017,3,0.0035842293906810036
5 30,8,2017,3,0.0035842293906810036
5 days,8,2017,3,0.0035842293906810036
bottom line,8,2017,3,0.0035842293906810036
car wash,467,2018,4,0.1281207133058985
customer service,309,2018,4,0.08477366255144032
oil change,265,2018,4,0.07270233196159122
gas station,142,2018,4,0.03895747599451303
5 stars,100,2018,4,0.027434842249657063
service department,91,2018,4,0.02496570644718793
4 stars,89,2018,4,0.024417009602194787
highly recommend,70,2018,4,0.019204389574759947
las vegas,62,2018,4,0.01700960219478738
car washes,60,2018,4,0.01646090534979424
parking lot,55,2018,4,0.015089163237311385
test drive,50,2018,4,0.013717421124828532
friendly staff,48,2018,4,0.01316872427983539
5 star,45,2018,4,0.012345679012345678
smog check,41,2018,4,0.011248285322359396
10 minutes,40,2018,4,0.010973936899862825
convenience store,38,2018,4,0.010425240054869684
15 minutes,37,2018,4,0.010150891632373114
30 minutes,36,2018,4,0.009876543209876543
20 minutes,33,2018,4,0.00905349794238683
friendly service,33,2018,4,0.00905349794238683
top notch,33,2018,4,0.00905349794238683
credit card,32,2018,4,0.008779149519890261
service manager,32,2018,4,0.008779149519890261
super friendly,32,2018,4,0.008779149519890261
front desk,30,2018,4,0.00823045267489712
gas prices,29,2018,4,0.007956104252400549
2 hours,28,2018,4,0.007681755829903978
air filter,28,2018,4,0.007681755829903978
car washed,28,2018,4,0.007681755829903978
hand wash,28,2018,4,0.007681755829903978
food court,27,2018,4,0.007407407407407408
wait time,27,2018,4,0.007407407407407408
5 minutes,26,2018,4,0.007133058984910837
service advisor,26,2018,4,0.007133058984910837
fast service,25,2018,4,0.006858710562414266
tire pressure,25,2018,4,0.006858710562414266
engine light,23,2018,4,0.006310013717421125
free car,23,2018,4,0.006310013717421125
tire rotation,23,2018,4,0.006310013717421125
bad experience,22,2018,4,0.006035665294924554
gas stations,22,2018,4,0.006035665294924554
fair price,21,2018,4,0.005761316872427984
quick service,21,2018,4,0.005761316872427984
reasonable price,21,2018,4,0.005761316872427984
star review,21,2018,4,0.005761316872427984
super nice,21,2018,4,0.005761316872427984
45 minutes,20,2018,4,0.0054869684499314125
brake pads,20,2018,4,0.0054869684499314125
excellent customer,20,2018,4,0.0054869684499314125
free vacuums,20,2018,4,0.0054869684499314125
2 days,19,2018,4,0.005212620027434842
nthe staff,19,2018,4,0.005212620027434842
star rating,19,2018,4,0.005212620027434842
air freshener,18,2018,4,0.0049382716049382715
car buying,18,2018,4,0.0049382716049382715
extended warranty,18,2018,4,0.0049382716049382715
gas pumps,18,2018,4,0.0049382716049382715
months ago,18,2018,4,0.0049382716049382715
oil changed,18,2018,4,0.0049382716049382715
sales person,18,2018,4,0.0049382716049382715
1 2,17,2018,4,0.004663923182441701
1 star,17,2018,4,0.004663923182441701
bad reviews,17,2018,4,0.004663923182441701
basic wash,17,2018,4,0.004663923182441701
excellent service,17,2018,4,0.004663923182441701
insurance company,17,2018,4,0.004663923182441701
pleasantly surprised,17,2018,4,0.004663923182441701
