bigram,n,year,star,pec
front desk,27,2017,3,0.047872340425531915
3 stars,26,2017,3,0.04609929078014184
5 star,14,2017,3,0.024822695035460994
resort fee,14,2017,3,0.024822695035460994
las vegas,13,2017,3,0.02304964539007092
3 hours,10,2017,3,0.01773049645390071
treasure island,10,2017,3,0.01773049645390071
1 star,9,2017,3,0.015957446808510637
1 2,8,2017,3,0.014184397163120567
3 star,8,2017,3,0.014184397163120567
30 minutes,8,2017,3,0.014184397163120567
99 cents,8,2017,3,0.014184397163120567
credit card,8,2017,3,0.014184397163120567
super nice,8,2017,3,0.014184397163120567
15 minutes,7,2017,3,0.012411347517730497
5 minutes,7,2017,3,0.012411347517730497
5 stars,7,2017,3,0.012411347517730497
deep clean,7,2017,3,0.012411347517730497
girl 2,7,2017,3,0.012411347517730497
internet service,6,2017,3,0.010638297872340425
kenmore elite,6,2017,3,0.010638297872340425
mini bar,6,2017,3,0.010638297872340425
night stay,6,2017,3,0.010638297872340425
1.5 hours,5,2017,3,0.008865248226950355
2 days,5,2017,3,0.008865248226950355
2 stars,5,2017,3,0.008865248226950355
4 stars,5,2017,3,0.008865248226950355
bed frame,5,2017,3,0.008865248226950355
deep cleaning,5,2017,3,0.008865248226950355
free parking,5,2017,3,0.008865248226950355
girl 1,5,2017,3,0.008865248226950355
law firm,5,2017,3,0.008865248226950355
repair guy,5,2017,3,0.008865248226950355
resort fees,5,2017,3,0.008865248226950355
size bed,5,2017,3,0.008865248226950355
star hotel,5,2017,3,0.008865248226950355
workers comp,5,2017,3,0.008865248226950355
24 hours,4,2017,3,0.0070921985815602835
4 5,4,2017,3,0.0070921985815602835
4 hours,4,2017,3,0.0070921985815602835
6 months,4,2017,3,0.0070921985815602835
apple store,4,2017,3,0.0070921985815602835
centurion lounge,4,2017,3,0.0070921985815602835
color copies,4,2017,3,0.0070921985815602835
dirty water,4,2017,3,0.0070921985815602835
fountain view,4,2017,3,0.0070921985815602835
iphone 7,4,2017,3,0.0070921985815602835
master bathroom,4,2017,3,0.0070921985815602835
mini fridge,4,2017,3,0.0070921985815602835
mixed feelings,4,2017,3,0.0070921985815602835
ni called,4,2017,3,0.0070921985815602835
nice hotel,4,2017,3,0.0070921985815602835
nthe cleaning,4,2017,3,0.0070921985815602835
phone call,4,2017,3,0.0070921985815602835
star review,4,2017,3,0.0070921985815602835
wal mart,4,2017,3,0.0070921985815602835
00 pm,3,2017,3,0.005319148936170213
1.5 hrs,3,2017,3,0.005319148936170213
2 hours,3,2017,3,0.005319148936170213
20 minutes,3,2017,3,0.005319148936170213
2nd move,3,2017,3,0.005319148936170213
3 4,3,2017,3,0.005319148936170213
3 nights,3,2017,3,0.005319148936170213
3 pm,3,2017,3,0.005319148936170213
3.5 hours,3,2017,3,0.005319148936170213
3.5 stars,3,2017,3,0.005319148936170213
30 min,3,2017,3,0.005319148936170213
4 days,3,2017,3,0.005319148936170213
4 people,3,2017,3,0.005319148936170213
99 cent,3,2017,3,0.005319148936170213
ahead services,3,2017,3,0.005319148936170213
bath salts,3,2017,3,0.005319148936170213
business hours,3,2017,3,0.005319148936170213
ca pool,3,2017,3,0.005319148936170213
ca pools,3,2017,3,0.005319148936170213
camera lens,3,2017,3,0.005319148936170213
casino hotel,3,2017,3,0.005319148936170213
century link,3,2017,3,0.005319148936170213
convenient location,3,2017,3,0.005319148936170213
daily resort,3,2017,3,0.005319148936170213
desk staff,3,2017,3,0.005319148936170213
extra time,3,2017,3,0.005319148936170213
fitness center,3,2017,3,0.005319148936170213
foam roof,3,2017,3,0.005319148936170213
free consultation,3,2017,3,0.005319148936170213
hard sell,3,2017,3,0.005319148936170213
home depot,3,2017,3,0.005319148936170213
hot water,3,2017,3,0.005319148936170213
hotel guest,3,2017,3,0.005319148936170213
kitchen sink,3,2017,3,0.005319148936170213
late check,3,2017,3,0.005319148936170213
lounge chairs,3,2017,3,0.005319148936170213
mailing address,3,2017,3,0.005319148936170213
mobile square,3,2017,3,0.005319148936170213
months ago,3,2017,3,0.005319148936170213
moving ahead,3,2017,3,0.005319148936170213
multiple times,3,2017,3,0.005319148936170213
nice touch,3,2017,3,0.005319148936170213
north scottsdale,3,2017,3,0.005319148936170213
customer service,102,2018,4,0.12071005917159763
las vegas,42,2018,4,0.04970414201183432
highly recommend,28,2018,4,0.033136094674556214
5 stars,26,2018,4,0.03076923076923077
4 stars,22,2018,4,0.02603550295857988
front desk,21,2018,4,0.02485207100591716
treasure island,17,2018,4,0.020118343195266272
99 cents,16,2018,4,0.01893491124260355
fountain view,16,2018,4,0.01893491124260355
2 hours,14,2018,4,0.016568047337278107
super nice,14,2018,4,0.016568047337278107
15 minutes,13,2018,4,0.015384615384615385
99 cent,13,2018,4,0.015384615384615385
cleaning service,13,2018,4,0.015384615384615385
free parking,13,2018,4,0.015384615384615385
5 star,12,2018,4,0.014201183431952662
parking lot,11,2018,4,0.01301775147928994
10 minutes,10,2018,4,0.011834319526627219
20 minutes,10,2018,4,0.011834319526627219
4 5,10,2018,4,0.011834319526627219
1 2,9,2018,4,0.010650887573964497
30 minutes,9,2018,4,0.010650887573964497
credit card,9,2018,4,0.010650887573964497
deep cleaning,9,2018,4,0.010650887573964497
5 minutes,8,2018,4,0.009467455621301775
coffee shop,8,2018,4,0.009467455621301775
24 hours,7,2018,4,0.008284023668639054
botanical garden,7,2018,4,0.008284023668639054
cirque du,7,2018,4,0.008284023668639054
du soleil,7,2018,4,0.008284023668639054
phone call,7,2018,4,0.008284023668639054
resort fee,7,2018,4,0.008284023668639054
spa tower,7,2018,4,0.008284023668639054
super easy,7,2018,4,0.008284023668639054
tour guide,7,2018,4,0.008284023668639054
3 hours,6,2018,4,0.007100591715976331
bell desk,6,2018,4,0.007100591715976331
cox store,6,2018,4,0.007100591715976331
excellent customer,6,2018,4,0.007100591715976331
flat screen,6,2018,4,0.007100591715976331
friendly staff,6,2018,4,0.007100591715976331
front door,6,2018,4,0.007100591715976331
mini fridge,6,2018,4,0.007100591715976331
pest control,6,2018,4,0.007100591715976331
pretty nice,6,2018,4,0.007100591715976331
real estate,6,2018,4,0.007100591715976331
short walk,6,2018,4,0.007100591715976331
star review,6,2018,4,0.007100591715976331
super friendly,6,2018,4,0.007100591715976331
1 star,5,2018,4,0.005917159763313609
24 hour,5,2018,4,0.005917159763313609
3 4,5,2018,4,0.005917159763313609
4 star,5,2018,4,0.005917159763313609
amazing job,5,2018,4,0.005917159763313609
bellagio hotel,5,2018,4,0.005917159763313609
cent store,5,2018,4,0.005917159763313609
classical music,5,2018,4,0.005917159763313609
corporate store,5,2018,4,0.005917159763313609
deep clean,5,2018,4,0.005917159763313609
excellent job,5,2018,4,0.005917159763313609
greeting cards,5,2018,4,0.005917159763313609
helpful staff,5,2018,4,0.005917159763313609
hotel lobby,5,2018,4,0.005917159763313609
move 4,5,2018,4,0.005917159763313609
oil change,5,2018,4,0.005917159763313609
reasonable prices,5,2018,4,0.005917159763313609
strip view,5,2018,4,0.005917159763313609
walking distance,5,2018,4,0.005917159763313609
00 pm,4,2018,4,0.004733727810650888
10 15,4,2018,4,0.004733727810650888
2 bathrooms,4,2018,4,0.004733727810650888
2 days,4,2018,4,0.004733727810650888
2 hour,4,2018,4,0.004733727810650888
2 weeks,4,2018,4,0.004733727810650888
3 day,4,2018,4,0.004733727810650888
3 times,4,2018,4,0.004733727810650888
500 move,4,2018,4,0.004733727810650888
cell phone,4,2018,4,0.004733727810650888
centurion lounges,4,2018,4,0.004733727810650888
cleaning authority,4,2018,4,0.004733727810650888
coaching program,4,2018,4,0.004733727810650888
conveniently located,4,2018,4,0.004733727810650888
design pickle,4,2018,4,0.004733727810650888
desk staff,4,2018,4,0.004733727810650888
dry cleaning,4,2018,4,0.004733727810650888
easy access,4,2018,4,0.004733727810650888
entire time,4,2018,4,0.004733727810650888
excellent service,4,2018,4,0.004733727810650888
fantastic job,4,2018,4,0.004733727810650888
free drinks,4,2018,4,0.004733727810650888
friendly service,4,2018,4,0.004733727810650888
gift shop,4,2018,4,0.004733727810650888
happy hour,4,2018,4,0.004733727810650888
law firm,4,2018,4,0.004733727810650888
law office,4,2018,4,0.004733727810650888
n4 stars,4,2018,4,0.004733727810650888
nice hotel,4,2018,4,0.004733727810650888
nice job,4,2018,4,0.004733727810650888
nthe staff,4,2018,4,0.004733727810650888
nthe store,4,2018,4,0.004733727810650888
customer service,34,2016,3,0.06093189964157706
3 stars,19,2016,3,0.034050179211469536
treasure island,17,2016,3,0.03046594982078853
las vegas,16,2016,3,0.02867383512544803
front desk,15,2016,3,0.026881720430107527
5 star,11,2016,3,0.01971326164874552
99 cents,11,2016,3,0.01971326164874552
fountain view,11,2016,3,0.01971326164874552
15 minutes,10,2016,3,0.017921146953405017
10 minutes,9,2016,3,0.016129032258064516
5 stars,9,2016,3,0.016129032258064516
resort fee,9,2016,3,0.016129032258064516
2 hours,8,2016,3,0.014336917562724014
3 star,8,2016,3,0.014336917562724014
99 cent,8,2016,3,0.014336917562724014
prometric testing,8,2016,3,0.014336917562724014
star review,8,2016,3,0.014336917562724014
testing center,7,2016,3,0.012544802867383513
yelp reviews,7,2016,3,0.012544802867383513
1 2,6,2016,3,0.010752688172043012
30 minutes,6,2016,3,0.010752688172043012
4 hours,6,2016,3,0.010752688172043012
5 minutes,6,2016,3,0.010752688172043012
cable card,6,2016,3,0.010752688172043012
mini bar,6,2016,3,0.010752688172043012
phone call,6,2016,3,0.010752688172043012
resort fees,6,2016,3,0.010752688172043012
service fee,6,2016,3,0.010752688172043012
walking distance,6,2016,3,0.010752688172043012
wynn encore,6,2016,3,0.010752688172043012
20 minutes,5,2016,3,0.008960573476702509
cent store,5,2016,3,0.008960573476702509
couple hours,5,2016,3,0.008960573476702509
credit card,5,2016,3,0.008960573476702509
extremely rude,5,2016,3,0.008960573476702509
honda west,5,2016,3,0.008960573476702509
nthe hotel,5,2016,3,0.008960573476702509
phone calls,5,2016,3,0.008960573476702509
sales person,5,2016,3,0.008960573476702509
security cameras,5,2016,3,0.008960573476702509
spa tower,5,2016,3,0.008960573476702509
star rating,5,2016,3,0.008960573476702509
yelp review,5,2016,3,0.008960573476702509
2 stars,4,2016,3,0.007168458781362007
24 hour,4,2016,3,0.007168458781362007
3 hours,4,2016,3,0.007168458781362007
30 mins,4,2016,3,0.007168458781362007
45 minutes,4,2016,3,0.007168458781362007
ac unit,4,2016,3,0.007168458781362007
asap security,4,2016,3,0.007168458781362007
beautiful hotel,4,2016,3,0.007168458781362007
called asap,4,2016,3,0.007168458781362007
casino floor,4,2016,3,0.007168458781362007
cell phone,4,2016,3,0.007168458781362007
cirque du,4,2016,3,0.007168458781362007
cleaning crew,4,2016,3,0.007168458781362007
conveniently located,4,2016,3,0.007168458781362007
core exams,4,2016,3,0.007168458781362007
digital key,4,2016,3,0.007168458781362007
du soleil,4,2016,3,0.007168458781362007
free wifi,4,2016,3,0.007168458781362007
hot water,4,2016,3,0.007168458781362007
ice cream,4,2016,3,0.007168458781362007
nice clean,4,2016,3,0.007168458781362007
nthe pool,4,2016,3,0.007168458781362007
oil change,4,2016,3,0.007168458781362007
photo shoot,4,2016,3,0.007168458781362007
pirate theme,4,2016,3,0.007168458781362007
praxis core,4,2016,3,0.007168458781362007
queen beds,4,2016,3,0.007168458781362007
strip view,4,2016,3,0.007168458781362007
toilet paper,4,2016,3,0.007168458781362007
wait times,4,2016,3,0.007168458781362007
wedding dress,4,2016,3,0.007168458781362007
2 bedroom,3,2016,3,0.005376344086021506
2 nights,3,2016,3,0.005376344086021506
2 queen,3,2016,3,0.005376344086021506
3 nights,3,2016,3,0.005376344086021506
3 times,3,2016,3,0.005376344086021506
30 min,3,2016,3,0.005376344086021506
5 hours,3,2016,3,0.005376344086021506
5 times,3,2016,3,0.005376344086021506
bottom line,3,2016,3,0.005376344086021506
centrally located,3,2016,3,0.005376344086021506
cents stores,3,2016,3,0.005376344086021506
centurion lounge,3,2016,3,0.005376344086021506
centurion lounges,3,2016,3,0.005376344086021506
coffee pot,3,2016,3,0.005376344086021506
cookie company,3,2016,3,0.005376344086021506
days ago,3,2016,3,0.005376344086021506
doctor's appointment,3,2016,3,0.005376344086021506
double bed,3,2016,3,0.005376344086021506
entire process,3,2016,3,0.005376344086021506
eye exam,3,2016,3,0.005376344086021506
fitness center,3,2016,3,0.005376344086021506
grand bazaar,3,2016,3,0.005376344086021506
hair dryer,3,2016,3,0.005376344086021506
handling fee,3,2016,3,0.005376344086021506
health insurance,3,2016,3,0.005376344086021506
highly recommend,3,2016,3,0.005376344086021506
customer service,33,2015,3,0.064453125
front desk,27,2015,3,0.052734375
3 stars,13,2015,3,0.025390625
5 star,12,2015,3,0.0234375
resort fee,12,2015,3,0.0234375
star rating,11,2015,3,0.021484375
treasure island,11,2015,3,0.021484375
99 cents,10,2015,3,0.01953125
las vegas,10,2015,3,0.01953125
2 hours,9,2015,3,0.017578125
5 stars,9,2015,3,0.017578125
3 star,8,2015,3,0.015625
10 minutes,6,2015,3,0.01171875
15 minutes,6,2015,3,0.01171875
2 queen,6,2015,3,0.01171875
3 hours,6,2015,3,0.01171875
fountain view,6,2015,3,0.01171875
friendly staff,6,2015,3,0.01171875
mini bar,6,2015,3,0.01171875
nthe hotel,6,2015,3,0.01171875
parking lot,6,2015,3,0.01171875
queen beds,6,2015,3,0.01171875
2 stars,5,2015,3,0.009765625
20 minutes,5,2015,3,0.009765625
3 times,5,2015,3,0.009765625
30 minutes,5,2015,3,0.009765625
4 hours,5,2015,3,0.009765625
4 star,5,2015,3,0.009765625
cardio equipment,5,2015,3,0.009765625
coffee maker,5,2015,3,0.009765625
dollar store,5,2015,3,0.009765625
express check,5,2015,3,0.009765625
free wifi,5,2015,3,0.009765625
ghost bidders,5,2015,3,0.009765625
nice hotel,5,2015,3,0.009765625
phone calls,5,2015,3,0.009765625
pretty nice,5,2015,3,0.009765625
scheduled time,5,2015,3,0.009765625
star hotel,5,2015,3,0.009765625
star review,5,2015,3,0.009765625
traffic school,5,2015,3,0.009765625
water heater,5,2015,3,0.009765625
2 3,4,2015,3,0.0078125
2 star,4,2015,3,0.0078125
24 hours,4,2015,3,0.0078125
45 minutes,4,2015,3,0.0078125
5 30,4,2015,3,0.0078125
cleaning service,4,2015,3,0.0078125
hair cut,4,2015,3,0.0078125
hot water,4,2015,3,0.0078125
indian school,4,2015,3,0.0078125
king bed,4,2015,3,0.0078125
main reason,4,2015,3,0.0078125
past weekend,4,2015,3,0.0078125
senor frogs,4,2015,3,0.0078125
1 2,3,2015,3,0.005859375
1 star,3,2015,3,0.005859375
15 mins,3,2015,3,0.005859375
2 weeks,3,2015,3,0.005859375
20 min,3,2015,3,0.005859375
3 30,3,2015,3,0.005859375
3 nights,3,2015,3,0.005859375
4 5,3,2015,3,0.005859375
4 times,3,2015,3,0.005859375
48 hours,3,2015,3,0.005859375
5 hour,3,2015,3,0.005859375
9 00,3,2015,3,0.005859375
90 day,3,2015,3,0.005859375
bathroom sink,3,2015,3,0.005859375
bellagio fountains,3,2015,3,0.005859375
bit pricey,3,2015,3,0.005859375
coffee shop,3,2015,3,0.005859375
convenient location,3,2015,3,0.005859375
day warranty,3,2015,3,0.005859375
desk person,3,2015,3,0.005859375
drywall painting,3,2015,3,0.005859375
dufferin mall,3,2015,3,0.005859375
fair price,3,2015,3,0.005859375
gas mask,3,2015,3,0.005859375
grocery store,3,2015,3,0.005859375
hair stylist,3,2015,3,0.005859375
home phone,3,2015,3,0.005859375
hourly rate,3,2015,3,0.005859375
hours late,3,2015,3,0.005859375
huge deal,3,2015,3,0.005859375
ice cream,3,2015,3,0.005859375
internet connection,3,2015,3,0.005859375
la bonita,3,2015,3,0.005859375
language barrier,3,2015,3,0.005859375
love hate,3,2015,3,0.005859375
mini fridge,3,2015,3,0.005859375
mixed experience,3,2015,3,0.005859375
months ago,3,2015,3,0.005859375
moving company,3,2015,3,0.005859375
multiple times,3,2015,3,0.005859375
nbottom line,3,2015,3,0.005859375
nice experience,3,2015,3,0.005859375
patio door,3,2015,3,0.005859375
phone call,3,2015,3,0.005859375
pirate themed,3,2015,3,0.005859375
customer service,73,2016,4,0.08488372093023255
4 stars,39,2016,4,0.04534883720930233
highly recommend,39,2016,4,0.04534883720930233
las vegas,33,2016,4,0.03837209302325582
5 stars,32,2016,4,0.037209302325581395
treasure island,25,2016,4,0.029069767441860465
front desk,24,2016,4,0.027906976744186046
15 minutes,15,2016,4,0.01744186046511628
5 star,14,2016,4,0.01627906976744186
home warranty,14,2016,4,0.01627906976744186
resort fee,12,2016,4,0.013953488372093023
top notch,12,2016,4,0.013953488372093023
fountain view,11,2016,4,0.012790697674418604
2 hours,10,2016,4,0.011627906976744186
strip view,10,2016,4,0.011627906976744186
10 minutes,9,2016,4,0.010465116279069767
30 minutes,9,2016,4,0.010465116279069767
4 hours,9,2016,4,0.010465116279069767
cleaning service,9,2016,4,0.010465116279069767
super friendly,9,2016,4,0.010465116279069767
walking distance,9,2016,4,0.010465116279069767
3 hours,8,2016,4,0.009302325581395349
4 star,8,2016,4,0.009302325581395349
5 minutes,8,2016,4,0.009302325581395349
99 cents,8,2016,4,0.009302325581395349
credit card,8,2016,4,0.009302325581395349
honda west,8,2016,4,0.009302325581395349
nthe casino,8,2016,4,0.009302325581395349
parking garage,8,2016,4,0.009302325581395349
pure plumbing,8,2016,4,0.009302325581395349
reasonable price,8,2016,4,0.009302325581395349
wait time,8,2016,4,0.009302325581395349
20 minutes,7,2016,4,0.00813953488372093
beautiful hotel,7,2016,4,0.00813953488372093
california pools,7,2016,4,0.00813953488372093
food court,7,2016,4,0.00813953488372093
law firm,7,2016,4,0.00813953488372093
mini bar,7,2016,4,0.00813953488372093
timely manner,7,2016,4,0.00813953488372093
tribal waters,7,2016,4,0.00813953488372093
1 2,6,2016,4,0.0069767441860465115
45 minutes,6,2016,4,0.0069767441860465115
bell hop,6,2016,4,0.0069767441860465115
bit pricey,6,2016,4,0.0069767441860465115
centrally located,6,2016,4,0.0069767441860465115
cirque du,6,2016,4,0.0069767441860465115
coffee maker,6,2016,4,0.0069767441860465115
excellent customer,6,2016,4,0.0069767441860465115
excellent job,6,2016,4,0.0069767441860465115
friendly staff,6,2016,4,0.0069767441860465115
happy hour,6,2016,4,0.0069767441860465115
move 4,6,2016,4,0.0069767441860465115
moving company,6,2016,4,0.0069767441860465115
nthe staff,6,2016,4,0.0069767441860465115
planet hollywood,6,2016,4,0.0069767441860465115
pretty nice,6,2016,4,0.0069767441860465115
senor frogs,6,2016,4,0.0069767441860465115
tour guide,6,2016,4,0.0069767441860465115
vermicelli bowls,6,2016,4,0.0069767441860465115
10 15,5,2016,4,0.005813953488372093
3 4,5,2016,4,0.005813953488372093
99 cent,5,2016,4,0.005813953488372093
amazing job,5,2016,4,0.005813953488372093
bad experience,5,2016,4,0.005813953488372093
botanical garden,5,2016,4,0.005813953488372093
casino floor,5,2016,4,0.005813953488372093
cleaning services,5,2016,4,0.005813953488372093
dried vomit,5,2016,4,0.005813953488372093
du soleil,5,2016,4,0.005813953488372093
free parking,5,2016,4,0.005813953488372093
half hour,5,2016,4,0.005813953488372093
helpful staff,5,2016,4,0.005813953488372093
hot water,5,2016,4,0.005813953488372093
nthe hotel,5,2016,4,0.005813953488372093
parking lot,5,2016,4,0.005813953488372093
